Source,Title,Author,Type,Themes,Tones,Avg Rating,Pages,Year,Date Added,Similar To,BBRE Score,Why Youd Like It,Why You Might Not,Keep (Y/N/Maybe)
to-read,Monsters in the Archives: My Year of Fear with Stephen King,Caroline Bicks,nonfiction,"memoir, literary, biography","personal, conversational, accessible",3.8,304,2026,2026/04/02,"A Life in Parts, The Storyteller: Tales of Life and Music, Bryan Cranston",36,"Personal, candid memoir. If you like Bryan Cranston, this hits the same notes.",Modest rating (3.8/5).,
to-read,American Fantasy,Emma Straub,fiction,"literary, speculative, contemporary","atmospheric, character-driven, melancholic",3.8,294,2026,2026/03/25,"This Time Tomorrow, The Invisible Life of Addie LaRue, Taylor Jenkins Reid",36,"Inventive speculative premise. If you like Taylor Jenkins Reid, this hits the same notes.",Modest rating (3.8/5). Character-driven literary fiction — light on plot momentum.,
to-read,Who Knew,Barry Diller,nonfiction,"business, biography, narrative nonfiction","narrative-driven, accessible, character-study",3.7,336,2025,2025/08/15,"Shoe Dog, That Will Never Work: The Birth of Netflix and the Amazing Life of an Idea, Phil Knight",36,"In-depth biography. If you like Phil Knight, this hits the same notes.",Modest rating (3.7/5).,
to-read,Your Table Is Ready: Tales of a New York City Maître D',Michael Cecchi-Azzolina,nonfiction,"memoir, narrative nonfiction","character-study, narrative-driven, accessible, personal",3.9,304,2022,2025/10/07,"Eat a Peach, Bourdain: The Definitive Oral Biography, David Chang",36,"Personal, candid memoir. If you like David Chang, this hits the same notes.",May feel more informational than narrative if you prefer story-driven reads.,
to-read,Ten Letters: The American People in the Obama Years,Eli Saslow,nonfiction,"narrative nonfiction, history","narrative-driven, accessible, dense",3.9,304,2012,2022/03/26,"A Promised Land, One Day: The Extraordinary Story of an Ordinary 24 Hours in America, Barack Obama",36,"Narrative nonfiction — reads like a novel about history. If you like Barack Obama, this hits the same notes.",May feel more informational than narrative if you prefer story-driven reads.,
candidate pool,Daisy Darker,Alice Feeney,fiction,"mystery, crime",,4.0,370,2022,,"The Guest List, The Silent Patient, Ruth Ware",36,"Fast-paced thriller. If you like Ruth Ware, this hits the same notes.",No obvious red flags — depends on your mood.,
to-read,Survival of the Thickest: Essays,Michelle Buteau,nonfiction,"humor, memoir, narrative nonfiction","conversational, character-study, humorous, narrative-driven",3.8,289,2022,2023/11/20,"Yearbook, A Life in Parts, Seth Rogen",35,"Personal, candid memoir. If you like Seth Rogen, this hits the same notes.",Modest rating (3.8/5).,
to-read,So Fetch: The Making of Mean Girls (and Why We Are Still So Obsessed with It),Jennifer Keishin Armstrong,nonfiction,"narrative nonfiction, humor","humorous, narrative-driven, accessible, conversational",4,272,2024,2023/10/05,"I Wear the Black Hat: Grappling with Villains (Real and Imagined), Yearbook, Chuck Klosterman",35,"Narrative nonfiction — reads like a novel about humor. If you like Chuck Klosterman, this hits the same notes.",May feel more informational than narrative if you prefer story-driven reads.,
to-read,None of This Rocks: A Memoir,Joe Trohman,nonfiction,"memoir, narrative nonfiction","character-study, narrative-driven, accessible, personal",3.7,240,2022,2022/04/14,"The Storyteller: Tales of Life and Music, A Life in Parts, Dave Grohl",35,"Personal, candid memoir. If you like Dave Grohl, this hits the same notes.",Modest rating (3.7/5).,
to-read,Partners: A Rogue Lawyer Short Story (Kindle Single),John Grisham,fiction,"legal, thriller, courtroom","fast-paced, procedural, plot-driven, tense",4,58,2016,2023/05/31,"The Firm (The Firm, #1), A Time to Kill (Jake Brigance, #1), Scott Turow",35,"Fast-paced thriller. If you like Scott Turow, this hits the same notes.",Short at 58 pages — may feel slight.,
candidate pool,Long Bright River,Liz Moore,fiction,"true crime, narrative nonfiction, mystery",,4.0,482,2020,,"Dopesick: Dealers, Doctors, and the Drug Company that Addicted America, Sharp Objects, Tana French",35,"Fast-paced thriller. If you like Tana French, this hits the same notes.",No obvious red flags — depends on your mood.,
to-read,"AI Valley: Microsoft, Google, and the Trillion-Dollar Race to Cash In on Artificial Intelligence",Gary Rivlin,nonfiction,"tech history, narrative nonfiction, business","accessible, narrative-driven, investigative",3.7,320,2025,2026/04/17,"Super Pumped: The Battle for Uber, The Innovators: How a Group of Hackers, Geniuses, and Geeks Created the Digital Revolution, Mike Isaac",34,"Narrative nonfiction — reads like a novel about tech history. If you like Mike Isaac, this hits the same notes.",Modest rating (3.7/5).,
to-read,A Heartbreaking Work of Staggering Genius,Dave Eggers,nonfiction,"memoir, literary, narrative nonfiction","slow-burn, character-driven, character-study, atmospheric",3.8,530,2001,2025/11/05,"Educated, The Glass Castle, Tara Westover",34,"Personal, candid memoir. If you like Tara Westover, this hits the same notes.",Modest rating (3.8/5). Slow-burn pacing.,
to-read,Get the Picture: A Mind-Bending Journey Among the Inspired Artists and Obsessive Art Fiends Who Taught Me How to See,Bianca Bosker,nonfiction,"narrative nonfiction, business","humorous, immersive-journalism, atmospheric",4.1,370,2024,2023/10/05,"The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession, Educated, Michael Finkel",34,"Narrative nonfiction — reads like a novel about business. If you like Michael Finkel, this hits the same notes.",May feel more informational than narrative if you prefer story-driven reads.,
to-read,Built to Fail: The Inside Story of Blockbuster's Inevitable Bust,Alan Payne,nonfiction,"business, narrative nonfiction, tech history","narrative-driven, accessible, investigative, revelatory",4,270,2021,2022/01/26,"That Will Never Work: The Birth of Netflix and the Amazing Life of an Idea, Super Pumped: The Battle for Uber, Marc Randolph",34,"Narrative nonfiction — reads like a novel about business. If you like Marc Randolph, this hits the same notes.",May feel more informational than narrative if you prefer story-driven reads.,
to-read,"Chasing the Thrill: Obsession, Death, and Glory in America's Most Extraordinary Treasure Hunt",Daniel Barbarisi,nonfiction,"narrative nonfiction, adventure, social commentary","narrative-driven, fast-paced, tense",4.1,368,2021,2021/04/02,"The Lost City of Z: A Tale of Deadly Obsession in the Amazon, The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession, David Grann",34,"Narrative nonfiction — reads like a novel about adventure. If you like David Grann, this hits the same notes.",May feel more informational than narrative if you prefer story-driven reads.,
candidate pool,Motion to Suppress,Perri O'Shaughnessy,fiction,"thriller, legal, courtroom",,3.93,420,1995,,"Presumed Innocent, The Client, John Grisham",34,"Fast-paced thriller. If you like John Grisham, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,All Systems Red,Martha Wells,fiction,"sci-fi, speculative, adventure, humor",,4.08,152,2017,,"Project Hail Mary, The Martian, Andy Weir",34,"Inventive speculative premise. If you like Andy Weir, this hits the same notes.",No obvious red flags — depends on your mood.,
to-read,Intermezzo,Sally Rooney,fiction,"literary, contemporary","character-driven, slow-burn, atmospheric",3.5,464,2024,2024/12/08,"One Day, Tomorrow, and Tomorrow, and Tomorrow, David Nicholls",33,"Rich character work and atmospheric prose. If you like David Nicholls, this hits the same notes.",Below-average community rating (3.5/5) — may underdeliver. Slow-burn pacing — not a fast thriller.,
to-read,"The Mistletoe Mystery (Molly the Maid, #2.5)",Nita Prose,fiction,"mystery, whodunit","humorous, character-study, procedural, whodunit",3.9,112,2024,2024/07/31,"The Mystery Guest (Molly the Maid, #2), The Rosie Project (Don Tillman, #1), Graeme Simsion",33,"Mystery. If you like Graeme Simsion, this hits the same notes.",Short at 112 pages — may feel slight.,
to-read,Born Standing Up: A Comic's Life,Steve Martin,nonfiction,"memoir, humor, biography","character-study, conversational, humorous, narrative-driven",4.1,207,2007,2023/10/21,"Yearbook, A Life in Parts, Seth Rogen",33,"Personal, candid memoir. If you like Seth Rogen, this hits the same notes.",May feel more informational than narrative if you prefer story-driven reads.,
to-read,The Terroir of Whiskey: A Distiller's Journey Into the Flavor of Place (Arts and Traditions of the Table: Perspectives on Culinary History),Rob Arnold,nonfiction,"narrative nonfiction, food","accessible, narrative-driven, conversational",3.8,356,2020,2020/12/24,"Pappyland: A Story of Family, Fine Bourbon, and the Things That Last, Beyond the Pale: The Story of Sierra Nevada Brewing Co., Wright Thompson",33,"Narrative nonfiction — reads like a novel about food. If you like Wright Thompson, this hits the same notes.",Modest rating (3.8/5).,
to-read,Amity and Prosperity: One Family and the Fracturing of America,Eliza Griswold,nonfiction,"narrative nonfiction, history","narrative-driven, accessible, dense",4,318,2018,2020/06/18,"Evicted: Poverty and Profit in the American City, Paradise: One Town's Struggle to Survive an American Wildfire, Matthew Desmond",33,"Narrative nonfiction — reads like a novel about history. If you like Matthew Desmond, this hits the same notes.",May feel more informational than narrative if you prefer story-driven reads.,
candidate pool,Lost Girls,Robert Kolker,nonfiction,"crime, thriller, true crime, mystery",,4.0,368,2013,,"The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession, Dopesick: Dealers, Doctors, and the Drug Company that Addicted America, Truman Capote",33,"Gripping true crime narrative. If you like Truman Capote, this hits the same notes.",No obvious red flags — depends on your mood.,
to-read,The Last Letter,Rebecca Yarros,fiction,"romance, military, historical, historical fiction","slow-burn, atmospheric, gritty, character-driven",4.4,426,2019,2025/04/19,"One Day, The Statistical Probability of Love at First Sight, Jojo Moyes",32,"Immersive historical fiction. If you like Jojo Moyes, this hits the same notes.",Slow-burn pacing — not a fast thriller.,
to-read,Grit: The Power of Passion and Perseverance,Angela Duckworth,nonfiction,"psychology, business, narrative nonfiction","accessible, narrative-driven, dense",3.9,277,2016,2025/02/11,"Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed, Educated, Lori Gottlieb",32,"Narrative nonfiction — reads like a novel about psychology. If you like Lori Gottlieb, this hits the same notes.",May feel more informational than narrative if you prefer story-driven reads.,
to-read,Frogcatchers,Jeff Lemire,fiction,"literary, speculative","slow-burn, atmospheric, character-driven",3.9,112,2019,2024/07/16,"The Invisible Life of Addie LaRue, The Midnight Library (The Midnight World, #1), V.E. Schwab",32,"Inventive speculative premise. If you like V.E. Schwab, this hits the same notes.",Slow-burn pacing — not a fast thriller. Character-driven literary fiction — light on plot momentum.,
to-read,The Husband's Secret,Liane Moriarty,fiction,"thriller, literary, psychological","character-driven, tense, fast-paced, slow-burn",3.9,396,2013,2023/08/20,"Behind Closed Doors, The Breakdown, B.A. Paris",32,"Tense thriller. If you like B.A. Paris, this hits the same notes.",Less plot-driven than typical genre fiction.,
to-read,Mr. Mercedes (Bill Hodges #1),Stephen King,fiction,"thriller, mystery","atmospheric, dark, character-driven, fast-paced",4,437,2014,2023/08/17,"The Outsider, Billy Summers, Blake Crouch",32,"Atmospheric thriller. If you like Blake Crouch, this hits the same notes.",Dark or heavy subject matter.,
candidate pool,When Genius Failed,Roger Lowenstein,nonfiction,"finance, history, narrative nonfiction",,4.0,264,2000,,"The Big Short: Inside the Doomsday Machine, The Man Who Solved the Market: How Jim Simons Launched the Quant Revolution, Michael Lewis",32,"Narrative nonfiction — reads like a novel about finance. If you like Michael Lewis, this hits the same notes.",No obvious red flags — depends on your mood.,
to-read,Doppelganger: A Trip into the Mirror World,Naomi Klein,nonfiction,"narrative nonfiction, psychology","accessible, narrative-driven, dense",3.6,416,2023,2025/09/26,"A Promised Land, Evicted: Poverty and Profit in the American City, Barack Obama",31,"Narrative nonfiction — reads like a novel about psychology. If you like Barack Obama, this hits the same notes.",Below-average community rating (3.6/5) — may underdeliver.,
to-read,Cleo McDougal Regrets Nothing,Allison Winn Scotch,fiction,"literary, contemporary","twisty, fast-paced, character-driven, slow-burn",3.8,328,2020,2023/08/26,"Romantic Comedy, One Day, Curtis Sittenfeld",31,"Rich character work and atmospheric prose. If you like Curtis Sittenfeld, this hits the same notes.",Modest rating (3.8/5).,
to-read,Sweetness: The Enigmatic Life of Walter Payton,Jeff Pearlman,nonfiction,"sports, biography, narrative nonfiction","narrative-driven, accessible, investigative, character-study",4.2,496,2011,2022/09/04,"Tiger Woods, The Last Folk Hero: The Life and Myth of Bo Jackson, Jeff Benedict",31,"In-depth biography. If you like Jeff Benedict, this hits the same notes.",May feel more informational than narrative if you prefer story-driven reads.,
to-read,Seek You: A Journey Through American Loneliness (Pantheon Graphic Library),Kristen Radtke,nonfiction,"narrative nonfiction, psychology","accessible, narrative-driven, dense",4,352,2021,2021/11/19,"Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed, Educated, Lori Gottlieb",31,"Narrative nonfiction — reads like a novel about psychology. If you like Lori Gottlieb, this hits the same notes.",May feel more informational than narrative if you prefer story-driven reads.,
candidate pool,Cloud Cuckoo Land,Anthony Doerr,fiction,"historical, thriller, history, military, sci-fi",,4.1,640,2021,,"The Seven Husbands of Evelyn Hugo, Where the Crawdads Sing, Amor Towles",31,"Fast-paced thriller. If you like Amor Towles, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,Midnight in the Garden of Good and Evil,John Berendt,nonfiction,"literary, noir",,4.0,388,1994,,"The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession, American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road, David Grann",31,"Well-regarded nonfiction. If you like David Grann, this hits the same notes.",No obvious red flags — depends on your mood.,
to-read,Unhinged Habits: A Counterintuitive Guide for Humans to Have More by Doing Less,Jonathan Goodman,nonfiction,"psychology, narrative nonfiction","accessible, narrative-driven, dense",3.8,240,2026,2026/01/29,"Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed, Educated, Lori Gottlieb",30,"Narrative nonfiction — reads like a novel about psychology. If you like Lori Gottlieb, this hits the same notes.",Modest rating (3.8/5).,
to-read,Henry J. Kaiser: Builder in the Modern American West (American Studies Series),Mark S. Foster,nonfiction,"biography, history, military","narrative-driven, gritty, character-study, dense",3.7,406,1989,2025/02/25,"The Arsenal of Democracy: FDR, Detroit, and an Epic Quest to Arm an America at War, Freedom's Forge: How American Business Produced Victory in World War II, A.J. Baime",30,"In-depth biography. If you like A.J. Baime, this hits the same notes.",Modest rating (3.7/5). Limited reviews to go on.,
candidate pool,One Perfect Couple,Ruth Ware,fiction,"thriller, psychological, adventure",,3.9,395,2024,,"The Guest List, The Chain, B.A. Paris",30,"Fast-paced thriller. If you like B.A. Paris, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,Barbarians at the Gate,Bryan Burrough,nonfiction,"finance, business",,4.2,582,1989,,"The Big Short: Inside the Doomsday Machine, Flash Boys: A Wall Street Revolt, Michael Lewis",30,"Narrative nonfiction — reads like a novel about finance. If you like Michael Lewis, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,The Predators' Ball,Connie Bruck,nonfiction,"finance, true crime, history",,4.1,399,1988,,"The Big Short: Inside the Doomsday Machine, Flash Boys: A Wall Street Revolt, Bryan Burrough",30,"Gripping true crime narrative. If you like Bryan Burrough, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,The Lightning Rod,Brad Meltzer,fiction,"thriller, political, military, suspense",,3.93,400,2022,,"The President Is Missing, The President's Daughter, John Grisham",29,"Fast-paced thriller. If you like John Grisham, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,Going Clear,Lawrence Wright,nonfiction,"true crime, narrative nonfiction, biography",,4.1,430,2013,,"American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road, Dopesick: Dealers, Doctors, and the Drug Company that Addicted America, Ronan Farrow",29,"In-depth biography. If you like Ronan Farrow, this hits the same notes.",No obvious red flags — depends on your mood.,
to-read,"Reading the OED: One Man, One Year, 21,730 Pages",Ammon Shea,nonfiction,"humor, narrative nonfiction","humorous, narrative-driven, accessible, conversational",3.8,223,2008,2024/06/28,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto, I Wear the Black Hat: Grappling with Villains (Real and Imagined), Chuck Klosterman",28,"Narrative nonfiction — reads like a novel about humor. If you like Chuck Klosterman, this hits the same notes.",Modest rating (3.8/5).,
to-read,Seeing Further: The Story of Science and the Royal Society,Bill Bryson,nonfiction,"science, history, narrative nonfiction","humorous, accessible, conversational, narrative-driven",3.7,413,2010,2024/05/25,"The Code Breaker: Jennifer Doudna, Gene Editing, and the Future of the Human Race, The Innovators: How a Group of Hackers, Geniuses, and Geeks Created the Digital Revolution, Walter Isaacson",28,"Narrative nonfiction — reads like a novel about science. If you like Walter Isaacson, this hits the same notes.",Modest rating (3.7/5).,
candidate pool,The Fifth Season,N.K. Jemisin,fiction,speculative,,4.28,512,2015,,"Dark Matter, Recursion, Blake Crouch",28,"Inventive speculative premise. If you like Blake Crouch, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,Happy Place,Emily Henry,fiction,romance,,3.94,400,2023,,"Daisy Jones & The Six, After I Do, Taylor Jenkins Reid",28,"Engaging fiction. If you like Taylor Jenkins Reid, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,The Likeness,Tana French,fiction,mystery,,4.1,466,2008,,"Sharp Objects, The Silent Patient, Gillian Flynn",28,"Fast-paced thriller. If you like Gillian Flynn, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,Think Again,Adam Grant,nonfiction,"psychology, business",,4.11,307,2021,,"Educated, Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed, Walter Isaacson",26,"Narrative nonfiction — reads like a novel about finance. If you like Walter Isaacson, this hits the same notes.",No obvious red flags — depends on your mood.,
to-read,Nuclear War: A Scenario,Annie Jacobsen,nonfiction,"history, military, narrative nonfiction","narrative-driven, gritty, accessible, dense",4.2,373,2024,2025/02/03,"The Arsenal of Democracy: FDR, Detroit, and an Epic Quest to Arm an America at War, Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission, A.J. Baime",25,"Narrative nonfiction — reads like a novel about history. If you like A.J. Baime, this hits the same notes.",May feel more informational than narrative if you prefer story-driven reads.,
to-read,The Visible Man,Chuck Klosterman,fiction,"literary, speculative, psychological","humorous, conversational, accessible, slow-burn",3.4,230,2011,2020/07/08,"Raised in Captivity: Fictional Nonfiction, The Postmortal, Drew Magary",25,"Thriller. If you like Drew Magary, this hits the same notes.",Below-average community rating (3.4/5) — may underdeliver. Slow-burn pacing — not a fast thriller.,
candidate pool,Empire of Pain,Patrick Radden Keefe,nonfiction,"narrative nonfiction, business, history",,4.53,560,2021,,"Going Infinite, The Big Short, Michael Lewis",25,"Narrative nonfiction — reads like a novel about finance. If you like Michael Lewis, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,The Raging 2020s,Alec Ross,nonfiction,"tech history, business",,4.09,304,2021,,"The Code Breaker, Going Infinite, Walter Isaacson",24,"Narrative nonfiction — reads like a novel about finance. If you like Walter Isaacson, this hits the same notes.",No obvious red flags — depends on your mood.,
to-read,Sleeping Beauties,Stephen King,fiction,"thriller, horror, speculative","atmospheric, dark, character-driven, fast-paced",3.8,702,2017,2023/11/14,"The Stand, The Outsider, Blake Crouch",23,"Atmospheric thriller. If you like Blake Crouch, this hits the same notes.",Modest rating (3.8/5). Dark or heavy subject matter.,
to-read,The Rocket That Fell to Earth: Roger Clemens and the Rage for Baseball Immortality,Jeff Pearlman,nonfiction,"sports, biography, narrative nonfiction","narrative-driven, accessible, investigative, character-study",4,348,2009,2023/09/16,"Doc: The Life of Roy Halladay, Charlie Hustle: The Rise and Fall of Pete Rose, and the Last Glory Days of Baseball, Todd Zolecki",23,"In-depth biography. If you like Todd Zolecki, this hits the same notes.",May feel more informational than narrative if you prefer story-driven reads.,
to-read,A Face in the Crowd / The Longest December,Stephen King,fiction,"thriller, speculative, literary","atmospheric, dark, character-driven, slow-burn",3.8,144,2023,2023/03/25,"The Outsider, Elevation, Blake Crouch",23,"Atmospheric thriller. If you like Blake Crouch, this hits the same notes.",Modest rating (3.8/5). Slow-burn pacing — not a fast thriller.,
to-read,Exit Party,Emily St. John Mandel,fiction,"literary, speculative","atmospheric, melancholic, character-driven",3.8,320,2026,2026/05/15,"The Invisible Life of Addie LaRue, The Midnight Library (The Midnight World, #1), V.E. Schwab",22,"Inventive speculative premise. If you like V.E. Schwab, this hits the same notes.",Modest rating (3.8/5). Character-driven literary fiction — light on plot momentum.,
candidate pool,Too Big to Fail,Andrew Ross Sorkin,nonfiction,"finance, history",,4.1,624,2009,,"The Big Short: Inside the Doomsday Machine, Flash Boys: A Wall Street Revolt, Michael Lewis",22,"Narrative nonfiction — reads like a novel about finance. If you like Michael Lewis, this hits the same notes.",No obvious red flags — depends on your mood.,
to-read,Here One Moment,Liane Moriarty,fiction,"literary, speculative, contemporary","slow-burn, character-driven, atmospheric",4.1,512,2024,2024/12/08,"Remarkably Bright Creatures, The Midnight Library (The Midnight World, #1), Shelby Van Pelt",20,"Inventive speculative premise. If you like Shelby Van Pelt, this hits the same notes.",Slow-burn pacing — not a fast thriller. Character-driven literary fiction — light on plot momentum.,
to-read,The Mist,Stephen King,fiction,"thriller, horror, speculative","atmospheric, dark, character-driven, fast-paced",4.1,176,2007,2023/09/29,"The Stand, The Outsider, Blake Crouch",17,"Atmospheric thriller. If you like Blake Crouch, this hits the same notes.",Dark or heavy subject matter. Short at 176 pages — may feel slight.,
to-read,The One (Dark Future #1),John Marrs,fiction,"speculative, thriller, high-concept","fast-paced, tense, dark",3.8,418,2018,2024/06/08,"Recursion, Dark Matter, Blake Crouch",13,"Fast-paced thriller. If you like Blake Crouch, this hits the same notes.",Modest rating (3.8/5). Dark or heavy subject matter.,
to-read,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,Chuck Klosterman,nonfiction,"memoir, humor, narrative nonfiction","humorous, conversational, accessible, character-study",3.8,320,2003,2020/07/08,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto, Killing Yourself to Live: 85% of a True Story, Jeff Pearlman",13,"Personal, candid memoir. If you like Jeff Pearlman, this hits the same notes.",Modest rating (3.8/5).,
candidate pool,More Money Than God,Sebastian Mallaby,nonfiction,finance,,4.0,482,2010,,"The Big Short: Inside the Doomsday Machine, The Man Who Solved the Market: How Jim Simons Launched the Quant Revolution, Michael Lewis",13,"Narrative nonfiction — reads like a novel about finance. If you like Michael Lewis, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,One by One,Ruth Ware,fiction,"mystery, thriller, true crime, crime",,3.7,384,2020,,"The Guest List, The Chain, Agatha Christie",13,"Fast-paced thriller. If you like Agatha Christie, this hits the same notes.",Modest rating (3.7/5). Mixed reader reactions.,
to-read,Last Night in Montreal,Emily St. John Mandel,fiction,"literary, mystery, suspense","atmospheric, melancholic, slow-burn",3.8,240,2015,2026/03/18,"The Invisible Life of Addie LaRue, The Midnight Library (The Midnight World, #1), V.E. Schwab",9,"Atmospheric mystery. If you like V.E. Schwab, this hits the same notes.",Modest rating (3.8/5). Slow-burn pacing — not a fast thriller.,
to-read,Raised,April Balascio,nonfiction,"memoir, true crime, narrative nonfiction","dark, personal, investigative",3.75,352,2024,,"Educated, My Absolute Darling, Tara Westover",7,"Personal, candid memoir. If you like Tara Westover, this hits the same notes.",Modest rating (3.75/5). Dark or heavy subject matter.,
to-read,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,Chuck Klosterman,nonfiction,"humor, narrative nonfiction","humorous, conversational, accessible, narrative-driven",3.8,374,2006,2020/07/08,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto, I Wear the Black Hat: Grappling with Villains (Real and Imagined), Jeff Pearlman",6,"Narrative nonfiction — reads like a novel about humor. If you like Jeff Pearlman, this hits the same notes.",Modest rating (3.8/5).,
to-read,The Family Experiment,John Marrs,fiction,"speculative, thriller, high-concept","fast-paced, twisty, slow-burn, atmospheric",3.9,443,2024,2024/07/30,"Recursion, Dark Matter, Blake Crouch",5,"Fast-paced thriller. If you like Blake Crouch, this hits the same notes.",No obvious red flags — depends on your mood.,
to-read,Boys Will Be Boys: The Glory Days and Party Nights of the Dallas Cowboys Dynasty,Jeff Pearlman,nonfiction,"sports, narrative nonfiction, history","narrative-driven, accessible, investigative, dense",4,406,2008,2022/09/04,"Three-Ring Circus: Kobe, Shaq, Phil, and the Crazy Years of the Lakers Dynasty, Blood in the Garden: The Flagrant History of the 1990s New York Knicks, Jack McCallum",3,"Narrative nonfiction — reads like a novel about sports. If you like Jack McCallum, this hits the same notes.",May feel more informational than narrative if you prefer story-driven reads.,
to-read,House of Fidelity: The Rise of the Johnson Dynasty and the Company That Changed American Investing,Justin Baer,nonfiction,"finance, business, narrative nonfiction, biography","narrative-driven, accessible, dense",3.75,384,2024,,"The House of Morgan, Den of Thieves, Ron Chernow",1,"Narrative nonfiction — reads like a novel about finance. If you like Michael Lewis, this hits the same notes.",Modest rating (3.8/5).,
to-read,The Body,Stephen King,fiction,"literary, coming-of-age, contemporary","atmospheric, melancholic, character-driven",4.29,7,1982,,"The Green Mile, It, Dennis Lehane",1,"Rich character work and atmospheric prose. If you like Blake Crouch, this hits the same notes.",Character-driven literary fiction — light on plot momentum. Short at 96 pages — may feel slight.,
to-read,How to Know a Person: The Art of Seeing Others Deeply and Being Deeply Seen,David Brooks,nonfiction,"psychology, narrative nonfiction, social commentary","accessible, narrative-driven, personal",4.02,306,2023,,"Thinking, Fast and Slow, The Second Mountain, Malcolm Gladwell",1,"Narrative nonfiction — reads like a novel about psychology. If you like Lori Gottlieb, this hits the same notes.",May feel more informational than narrative if you prefer story-driven reads.,
candidate pool,Endurance,Alfred Lansing,nonfiction,"adventure, narrative nonfiction",,4.4,282,1959,,"The Wager: A Tale of Shipwreck, Mutiny and Murder, Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission, Daniel James Brown",1,"Narrative nonfiction with a propulsive story. If you like Daniel James Brown, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,Tomorrow and Tomorrow and Tomorrow,Gabrielle Zevin,fiction,"tech history, romance",,4.2,401,2022,,"Daisy Jones & The Six, Remarkably Bright Creatures, Tom Perrotta",N/A,"Engaging fiction. If you like Tom Perrotta, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,Moneyball: The Art of Winning an Unfair Game,Michael Lewis,nonfiction,"sports, narrative nonfiction, finance",,4,317,2003,,"The Extra 2%: How Wall Street Strategies Took a Major League Baseball Team from Worst to First, Trading Bases: A Story About Wall Street, Gambling, and Baseball (Not Necessarily in That Order), Michael Lewis",N/A,"Narrative nonfiction — reads like a novel about finance. If you like Michael Lewis, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,Boomerang: Travels in the New Third World,Michael Lewis,nonfiction,"finance, narrative nonfiction, history",,3.76,224,2011,,"Flash Boys: A Wall Street Revolt, The Big Short: Inside the Doomsday Machine, Michael Lewis",N/A,"Narrative nonfiction — reads like a novel about finance. If you like Michael Lewis, this hits the same notes.",Modest rating (3.76/5). Nonfiction with dense material — requires focus.,
candidate pool,Eleven Rings: The Soul of Success,Phil Jackson,nonfiction,"sports, memoir, narrative nonfiction",,4.2,368,2013,,"Three-Ring Circus: Kobe, Shaq, Phil, and the Crazy Years of the Lakers Dynasty, Dream Team: How Michael, Magic, Larry, Charles, and the Greatest Team of All Time Conquered the World and Changed the Game of Basketball Forever, Jeff Pearlman",N/A,"Personal, candid memoir. If you like Jeff Pearlman, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,"Showtime: Magic, Kareem, Riley, and the Los Angeles Lakers Dynasty of the 1980s",Jeff Pearlman,nonfiction,"sports, narrative nonfiction, history",,4.17,432,2013,,"Three-Ring Circus: Kobe, Shaq, Phil, and the Crazy Years of the Lakers Dynasty, Blood in the Garden: The Flagrant History of the 1990s New York Knicks, Jeff Pearlman",N/A,"Narrative nonfiction with a propulsive story. If you like Jeff Pearlman, this hits the same notes.",No obvious red flags — depends on your mood.,
candidate pool,Outliers: The Story of Success,Malcolm Gladwell,nonfiction,"narrative nonfiction, psychology, history",,4.04,309,2008,,"The Hot Hand: The Mystery and Science of Streaks, The Extra 2%: How Wall Street Strategies Took a Major League Baseball Team from Worst to First, Michael Lewis",N/A,"Narrative nonfiction with a propulsive story. If you like Michael Lewis, this hits the same notes.",No obvious red flags — depends on your mood.,
